Year,Police_Department,Officers_per_10K_Population,Officers,Total_Employees_per_10K_Population,Total_Employees,Population
2016,"Raleigh, North Carolina",15.8,729,19,875,461392.4051
2016,"Littleton, Colorado",14.8,70,20.1,95,47297.2973
2016,"Dartmouth, Massachusetts",20.2,70,25.4,88,34653.46535
2016,"West Milford Township, New Jersey",16.5,44,19.1,51,26666.66667
2016,"Randolph Township, New Jersey",13.9,36,15.8,41,25899.28058
2016,"Mankato, Minnesota",13.6,56,15.7,65,41176.47059
2016,"Garner, North Carolina",21.7,62,24.6,70,28571.42857
2016,"Hempstead Village, New York",21.1,118,25.1,140,55924.17062
2016,"Morristown, Tennessee",28.7,85,31.1,92,29616.72474
2016,"Andover, Massachusetts",14.3,51,20,71,35664.33566
2016,"Madison, Alabama",16.8,80,22.2,106,47619.04762
2016,"Bethlehem, Pennsylvania",19.8,148,19.8,148,74747.47475
2016,"Durham, North Carolina",18.6,490,25.7,679,263440.8602
2016,"Newtown, Connecticut",15.7,44,17.1,48,28025.47771
2016,"Covina, California",12,59,17.7,87,49166.66667
2016,"Smyrna, Georgia",15.7,90,22.2,127,57324.84076
2016,"Mercer Island, Washington",12.1,31,13.7,35,25619.83471
2016,"Pleasant Grove, Utah",6.9,27,9,35,39130.43478
2016,"Manheim Township, Pennsylvania",15.8,63,18.8,75,39873.41772
2016,"Bloomington, Minnesota",13.5,118,17,148,87407.40741
2016,"Bell Gardens, California",11.5,50,16.6,72,43478.26087
2016,"Central Marin, California",11.6,41,13,46,35344.82759
2016,"Renton, Washington",11.5,117,14.3,146,101739.1304
2016,"Kearny, New Jersey",25.8,109,27.2,115,42248.06202
2016,"Prattville, Alabama",23.3,83,25.8,92,35622.3176
2016,"Reedley, California",10.5,27,15.5,40,25714.28571
2016,"Wallingford, Connecticut",15.4,69,20.1,90,44805.19481
2016,"Euless, Texas",15.3,84,24.1,132,54901.96078
2016,"Lombard, Illinois",15.5,68,18.7,82,43870.96774
2016,"Bentonville, Arkansas",14.6,68,21.1,98,46575.34247
2016,"Middletown, Connecticut",23.4,109,26.2,122,46581.19658
2016,"Wheat Ridge, Colorado",23.9,75,32.5,102,31380.75314
2016,"Holyoke, Massachusetts",29.5,120,35.3,144,40677.9661
2016,"Shawnee, Kansas",13.6,89,16.6,109,65441.17647
2016,"Attleboro, Massachusetts",17.9,79,20.6,91,44134.07821
2016,"Gloucester Township, New Jersey",19.7,125,23.2,147,63451.77665
2016,"Lake Oswego, Oregon",10.8,42,17,66,38888.88889
2016,"Montebello, California",10.3,66,15.4,99,64077.6699
2016,"Danvers, Massachusetts",16.4,46,20.7,58,28048.78049
2016,"Southlake, Texas",20.2,62,22.5,69,30693.06931
2016,"South Portland, Maine",20.6,53,23,59,25728.15534
2016,"Mount Prospect, Illinois",15,82,18.6,102,54666.66667
2016,"Lakeland, Florida",22.4,237,33.4,353,105803.5714
2016,"Englewood, Colorado",21.1,71,29.7,100,33649.2891
2016,"Jefferson City, Missouri",20.4,88,29,125,43137.2549
2016,"Great Falls, Montana",14.7,88,21.8,130,59863.94558
2016,"Tyler, Texas",18.1,190,22.7,238,104972.3757
2016,"Ann Arbor, Michigan",10.6,125,12.8,151,117924.5283
2016,"Walnut Creek, California",12.2,85,16.9,118,69672.13115
2016,"Hamilton Township, Atlantic County, New Jersey",18.6,50,27.2,73,26881.72043
2016,"San Gabriel, California",12.1,49,15.8,64,40495.86777
2016,"Lafayette, Colorado",13.4,38,16.9,48,28358.20896
2016,"Rogers, Arkansas",15.2,98,21.5,139,64473.68421
2016,"Galloway Township, New Jersey",15.8,59,21.7,81,37341.77215
2016,"High Point, North Carolina",19.9,222,24,268,111557.7889
2016,"Salem, Oregon",11.4,190,18.7,312,166666.6667
2016,"Deerfield Beach, Florida",15.1,122,16.4,132,80794.70199
2016,"Oshkosh, Wisconsin",14.7,98,16.8,112,66666.66667
2016,"Coral Springs, Florida",14.7,193,22.1,290,131292.517
2016,"Pearland, Texas",14.3,161,19.1,215,112587.4126
2016,"Torrance, California",14,208,20.7,309,148571.4286
2016,"Lake Stevens, Washington",8.6,27,10.5,33,31395.34884
2016,"Grand Island, Nebraska",16.4,85,19.6,102,51829.26829
2016,"Porterville, California",10.6,60,15.2,86,56603.77358
2016,"Newark, California",12,55,16.8,77,45833.33333
2016,"Ramapo Town, New York",10.3,95,12.6,117,92233.00971
2016,"Columbia, South Carolina",25.1,338,31.5,424,134661.3546
2016,"Largo, Florida",17.2,140,22.4,182,81395.34884
2016,"Ormond Beach, Florida",14.8,61,19.8,82,41216.21622
2016,"Akron, Ohio",22.8,449,24.5,484,196929.8246
2016,"Vacaville, California",10.1,99,15.4,150,98019.80198
2016,"Panama City, Florida",24.5,95,33.7,131,38775.5102
2016,"Hammond, Indiana",26.9,207,30.4,234,76951.67286
2016,"Mint Hill, North Carolina",11.8,31,13,34,26271.18644
2016,"Garfield, New Jersey",20.7,66,23.8,76,31884.05797
2016,"West Haven, Connecticut",22.4,123,25.2,138,54910.71429
2016,"El Monte, California",9.2,108,13,152,117391.3043
2016,"Springfield, Ohio",20.2,120,22.2,132,59405.94059
2016,"Piscataway Township, New Jersey",14.6,85,18,105,58219.17808
2016,"Seattle, Washington",19.8,"1,384",27.8,"1,946",698989.899
2016,"Union City, California",9.9,75,13.8,104,75757.57576
2016,"Russellville, Arkansas",17.4,51,19.4,57,29310.34483
2016,"Novato, California",10,56,14.2,80,56000
2016,"St. Paul, Minnesota",20.6,627,26.2,796,304368.932
2016,"Upper Darby Township, Pennsylvania",15.2,126,17.5,145,82894.73684
2016,"Bellingham, Washington",13.1,113,20.2,174,86259.54198
2016,"Nampa, Idaho",12.2,112,18.2,167,91803.27869
2016,"New Britain, Connecticut",22.1,161,23.2,169,72850.67873
2016,"Enfield, Connecticut",21.2,94,25.8,114,44339.62264
2016,"Bowling Green, Ohio",11.8,37,16.6,52,31355.9322
2016,"Middletown Township, Pennsylvania",12.3,56,13.7,62,45528.45528
2016,"Neenah, Wisconsin",15.9,41,19.7,51,25786.16352
2016,"Davenport, Iowa",15.3,158,17.3,178,103267.9739
2016,"Woonsocket, Rhode Island",22.2,92,27.5,114,41441.44144
2016,"Shelton, Connecticut",12.5,52,14.7,61,41600
2016,"Portsmouth, Virginia",24.1,231,32.6,312,95850.62241
2016,"Roswell, Georgia",14.7,141,20.5,196,95918.36735
2016,"North Richland Hills, Texas",15.6,110,26.4,186,70512.82051
2016,"Brookline, Massachusetts",21.9,129,26.9,159,58904.10959
2016,"Bozeman, Montana",13.9,62,15.6,70,44604.31655
2016,"New Lenox, Illinois",14.2,37,15.7,41,26056.33803
2016,"San Mateo, California",10.6,111,14.1,148,104716.9811
2016,"West Windsor Township, New Jersey",16.5,47,20.7,59,28484.84848
2016,"Hoboken, New Jersey",23.3,126,26.8,145,54077.25322
2016,"Minot, North Dakota",15.8,81,21.1,108,51265.82278
2016,"Newberg-Dundee, Oregon",13.4,35,18.8,49,26119.40299
2016,"Plant City, Florida",17.7,67,22.1,84,37853.10734
2016,"Worcester, Massachusetts",23.6,435,26.3,485,184322.0339
2016,"Chesapeake, Virginia",16.4,387,21.2,501,235975.6098
2016,"Bedford, Texas",15.3,76,25.3,126,49673.20261
2016,"Decatur, Illinois",21.7,158,26,189,72811.05991
2016,"Pittsburg, California",10.9,77,13.6,96,70642.20183
2016,"West New York, New Jersey",20.3,109,22.1,119,53694.58128
2016,"Wheaton, Illinois",12.3,66,15.2,82,53658.53659
2016,"Pomona, California",10,154,16.9,261,154000
2016,"Columbia, Tennessee",22.8,85,26.1,97,37280.70175
2016,"Washington Township, Gloucester County, New Jersey",16.2,77,17.7,84,47530.8642
2016,"Beaumont, Texas",21.5,254,26.8,317,118139.5349
2016,"Sahuarita, Arizona",16.7,43,19.4,50,25748.50299
2016,"Longview, Texas",20.8,172,22.5,186,82692.30769
2016,"Wooster, Ohio",14.9,40,16,43,26845.63758
2016,"Montgomery Township, Pennsylvania",13.7,36,17.1,45,26277.37226
2016,"Bakersfield, California",10.3,390,14,530,378640.7767
2016,"Provo, Utah",8.9,103,12.9,149,115730.3371
2016,"Teaneck Township, New Jersey",21.7,89,25.6,105,41013.82488
2016,"Harrisonburg, Virginia",17.9,95,21.3,113,53072.6257
2016,"Lawrence, Kansas",15.9,151,19.3,184,94968.55346
2016,"Pensacola, Florida",26.2,140,37.4,200,53435.1145
2016,"Pemberton Township, New Jersey",13.7,38,15.5,43,27737.22628
2016,"Sumter, South Carolina",26.9,110,38.7,158,40892.19331
2016,"Springettsbury Township, Pennsylvania",11.9,32,13,35,26890.7563
2016,"Oregon City, Oregon",12.3,45,14.3,52,36585.36585
2016,"White Bear Lake, Minnesota",11,28,14.5,37,25454.54545
2016,"Burton, Michigan",14,40,15.1,43,28571.42857
2016,"Grand Rapids, Michigan",14,276,17,335,197142.8571
2016,"Mobile, Alabama",19.8,496,29.4,736,250505.0505
2016,"Stow, Ohio",11.2,39,13.5,47,34821.42857
2016,"Farmington Hills, Michigan",12.2,100,16.8,137,81967.21311
2016,"Suisun, California",7.1,21,11.1,33,29577.46479
2016,"Coconut Creek, Florida",15.8,96,21.4,130,60759.49367
2016,"Keller, Texas",10.2,48,17.9,84,47058.82353
2016,"Derry, New Hampshire",15.3,51,19.2,64,33333.33333
2016,"Norwich, Connecticut",22.1,88,25.6,102,39819.00452
2016,"Pocatello, Idaho",16.2,88,23.3,127,54320.98765
2016,"Winter Haven, Florida",22.3,86,29.1,112,38565.02242
2016,"Midwest City, Oklahoma",15.9,92,21.6,125,57861.63522
2016,"Phenix City, Alabama",21.8,84,28,108,38532.11009
2016,"Boca Raton, Florida",19.2,182,30.2,287,94791.66667
2016,"Niles, Illinois",18.4,55,22.8,68,29891.30435
2016,"DeSoto, Texas",12.2,65,22.6,120,53278.68852
2016,"Coon Rapids, Minnesota",10.1,63,11.2,70,62376.23762
2016,"Maple Valley, Washington",7.2,19,9.1,24,26388.88889
2016,"Draper, Utah",8.2,39,9.9,47,47560.97561
2016,"Alexandria, Virginia",20.4,317,26.3,409,155392.1569
2016,"Davie, Florida",17.9,184,24.1,248,102793.2961
2016,"Dania, Florida",21.4,68,23.6,75,31775.70093
2016,"Milton, Georgia",9.6,37,10.6,41,38541.66667
2016,"Springfield, Illinois",20.7,241,23,268,116425.1208
2016,"West Chicago, Illinois",16.7,46,18.6,51,27544.91018
2016,"Richland, Washington",11.2,62,13.7,76,55357.14286
2016,"Randolph, Massachusetts",17.5,59,18,61,33714.28571
2016,"Mount Juliet, Tennessee",16.6,55,21.2,70,33132.53012
2016,"Edmonds, Washington",12.9,54,15.1,63,41860.46512
2016,"Sioux City, Iowa",15.1,125,18.1,150,82781.45695
2016,"Salisbury, North Carolina",20.2,69,22.3,76,34158.41584
2016,"Warwick, Rhode Island",20.5,167,26.8,218,81463.41463
2016,"Greenfield, Wisconsin",15.2,57,20.1,75,37500
2016,"Lincoln, Nebraska",11.6,327,16.5,465,281896.5517
2016,"Marshfield, Massachusetts",17.9,46,19.1,49,25698.32402
2016,"Hampton, Virginia",20,271,29,393,135500
2016,"Milford, Massachusetts",15.7,45,18.9,54,28662.42038
2016,"Portage, Indiana",18.2,67,20.2,74,36813.18681
2016,"Belmont, California",10.9,30,16,44,27522.93578
2016,"Monrovia, California",13.6,51,21.8,82,37500
2016,"Lynn, Massachusetts",19.6,181,21.6,200,92346.93878
2016,"Melrose, Massachusetts",16.7,47,16.7,47,28143.71257
2016,"De Kalb, Illinois",14.4,62,17.9,77,43055.55556
2016,"Exeter Township, Berks County, Pennsylvania",11.2,29,12,31,25892.85714
2016,"Smyrna, Tennessee",16,77,20.8,100,48125
2016,"Springdale, Arkansas",17.9,142,25.2,200,79329.60894
2016,"Friendswood, Texas",14.7,58,19.8,78,39455.78231
2016,"Cheshire, Connecticut",16.1,47,20.2,59,29192.54658
2016,"Florissant, Missouri",16.3,85,20.7,108,52147.23926
2016,"Bristol Township, Pennsylvania",11.3,61,12.6,68,53982.30088
2016,"Batavia, Illinois",15.1,40,17.3,46,26490.06623
2016,"Orangetown Town, New York",21.6,82,22.7,86,37962.96296
2016,"Bell, California",9.1,33,12.4,45,36263.73626
2016,"San Rafael, California",10.9,65,14.5,86,59633.02752
2016,"East Hartford, Connecticut",24.2,123,30.2,153,50826.44628
2016,"Pasadena, Texas",17.3,268,22.3,345,154913.2948
2016,"Dodge City, Kansas",15.4,43,22.5,63,27922.07792
2016,"North Kingstown, Rhode Island",16.8,44,20.3,53,26190.47619
2016,"West Bloomfield Township, Michigan",10.6,70,15.6,103,66037.73585
2016,"St. Clair Shores, Michigan",13.5,81,14.3,86,60000
2016,"San Antonio, Texas",14.4,"2,152",18.8,"2,819",1494444.444
2016,"Torrington, Connecticut",21.9,76,25.1,87,34703.19635
2016,"Irvington, New Jersey",29,158,35.8,195,54482.75862
2016,"Laramie, Wyoming",14.2,46,21.9,71,32394.3662
2016,"Saginaw Township, Michigan",10.4,41,11.7,46,39423.07692
2016,"Glendale, Arizona",17.2,419,22.3,542,243604.6512
2016,"Balch Springs, Texas",14.1,36,20.8,53,25531.91489
2016,"Key West, Florida",35.4,92,45.4,118,25988.70056
2016,"Irondequoit Town, New York",9.6,49,11.8,60,51041.66667
2016,"Cedar Rapids, Iowa",16.3,214,21.3,280,131288.3436
2016,"Shawnee, Oklahoma",16.5,52,23.8,75,31515.15152
2016,"Schertz, Texas",13,51,18.4,72,39230.76923
2016,"South Salt Lake, Utah",22.8,57,27.2,68,25000
2016,"Madera, California",9.3,60,12,78,64516.12903
2016,"Meridian, Mississippi",19.8,78,25.9,102,39393.93939
2016,"Lebanon, Tennessee",23.8,74,29.9,93,31092.43697
2016,"Clifton, New Jersey",16.8,145,20.6,178,86309.52381
2016,"Rahway, New Jersey",24.5,73,27.5,82,29795.91837
2016,"Laredo, Texas",18.2,473,21.1,546,259890.1099
